user_id,transport,recycle,plastic,meat,task,score
4559,Public Transport,Yes,Yes,No,Use public transport today,80
4560,Car,Yes,No,Rarely,Avoid single-use plastic,70
4561,Walk/Cycle,No,Yes,No,Carry reusable water bottle,60
4562,Walk/Cycle,No,No,No,Carry reusable water bottle,80
4563,Public Transport,No,Yes,No,Carry reusable water bottle,60
4564,Public Transport,Yes,Yes,Few times,Try vegetarian meal,80
4565,Walk/Cycle,Yes,Yes,No,Walk instead of driving for short distances,80
4566,Public Transport,Yes,Yes,Daily,Unplug unused chargers,70
4567,Public Transport,No,No,Few times,Avoid single-use plastic,80
4568,Car,No,Yes,Rarely,Try vegetarian meal,30
4569,Public Transport,Yes,Yes,No,Carry reusable water bottle,80
4570,Walk/Cycle,No,Yes,Few times,Reduce electricity usage,60
4571,Public Transport,No,Yes,Daily,Reduce electricity usage,50
4572,Public Transport,No,No,Daily,Unplug unused chargers,70
4573,Public Transport,Yes,Yes,Few times,Use cloth bags while shopping,80
4574,Walk/Cycle,Yes,Yes,No,Turn off unused lights,80
4575,Car,No,No,Few times,Unplug unused chargers,50
4576,Car,Yes,Yes,Rarely,Try vegetarian meal,50
4577,Car,Yes,Yes,No,Reduce shower time by 2 minutes,50
4578,Walk/Cycle,Yes,No,Rarely,Walk instead of driving for short distances,100
4579,Public Transport,No,No,No,Reduce shower time by 2 minutes,80
4580,Walk/Cycle,Yes,No,No,Carry reusable water bottle,100
4581,Public Transport,No,Yes,No,Unplug unused chargers,60
4582,Car,No,Yes,No,Plant or water a plant,30
4583,Car,Yes,No,Daily,Unplug unused chargers,60
4584,Car,Yes,Yes,Rarely,Plant or water a plant,50
4585,Public Transport,Yes,Yes,Daily,Use cloth bags while shopping,70
4586,Public Transport,Yes,Yes,Daily,Try vegetarian meal,70
4587,Public Transport,No,No,Daily,Use public transport today,70
4588,Car,Yes,No,Few times,Unplug unused chargers,70
4589,Public Transport,Yes,No,No,Unplug unused chargers,100
4590,Car,Yes,Yes,Few times,Avoid single-use plastic,50
4591,Walk/Cycle,Yes,No,No,Plant or water a plant,100
4592,Walk/Cycle,Yes,Yes,No,Plant or water a plant,80
4593,Public Transport,No,No,Daily,Try vegetarian meal,70
4594,Walk/Cycle,Yes,Yes,Rarely,Turn off unused lights,80
4595,Car,No,No,Rarely,Walk instead of driving for short distances,50
4596,Public Transport,No,Yes,Daily,Turn off unused lights,50
4597,Public Transport,No,Yes,No,Carry reusable water bottle,60
4598,Car,Yes,No,Few times,Try vegetarian meal,70
4599,Walk/Cycle,No,No,Few times,Turn off unused lights,80
4600,Walk/Cycle,No,Yes,Daily,Reduce electricity usage,50
4601,Public Transport,No,No,No,Unplug unused chargers,80
4602,Public Transport,Yes,Yes,Daily,Use public transport today,70
4603,Public Transport,No,Yes,Rarely,Use cloth bags while shopping,60
4604,Car,Yes,Yes,No,Use public transport today,50
4605,Walk/Cycle,Yes,Yes,Few times,Turn off unused lights,80
4606,Car,Yes,Yes,No,Walk instead of driving for short distances,50
4607,Public Transport,No,No,No,Reduce electricity usage,80
4608,Public Transport,Yes,No,No,Carry reusable water bottle,100
4609,Walk/Cycle,Yes,Yes,No,Use public transport today,80
4610,Walk/Cycle,Yes,Yes,Rarely,Unplug unused chargers,80
4611,Walk/Cycle,No,No,Daily,Try vegetarian meal,70
4612,Car,No,Yes,Rarely,Reduce electricity usage,30
4613,Public Transport,Yes,No,Daily,Turn off unused lights,90
4614,Public Transport,Yes,Yes,Few times,Carry reusable water bottle,80
4615,Car,Yes,Yes,Rarely,Use public transport today,50
4616,Public Transport,Yes,No,Rarely,Avoid single-use plastic,100
4617,Walk/Cycle,No,Yes,Daily,Use public transport today,50
4618,Public Transport,Yes,Yes,Few times,Avoid single-use plastic,80
4619,Walk/Cycle,No,Yes,No,Unplug unused chargers,60
4620,Car,No,Yes,Rarely,Use public transport today,30
4621,Public Transport,No,No,Rarely,Avoid single-use plastic,80
4622,Walk/Cycle,Yes,Yes,Rarely,Carry reusable water bottle,80
4623,Public Transport,Yes,No,No,Plant or water a plant,100
4624,Car,Yes,Yes,Rarely,Carry reusable water bottle,50
4625,Car,Yes,No,Daily,Unplug unused chargers,60
4626,Walk/Cycle,Yes,Yes,No,Turn off unused lights,80
4627,Walk/Cycle,Yes,Yes,Daily,Walk instead of driving for short distances,70
4628,Public Transport,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
4629,Public Transport,Yes,No,Few times,Unplug unused chargers,100
4630,Public Transport,No,No,Few times,Unplug unused chargers,80
4631,Car,No,Yes,Few times,Walk instead of driving for short distances,30
4632,Walk/Cycle,No,No,Daily,Avoid single-use plastic,70
4633,Walk/Cycle,Yes,Yes,Daily,Carry reusable water bottle,70
4634,Walk/Cycle,Yes,Yes,Rarely,Try vegetarian meal,80
4635,Car,Yes,No,Rarely,Carry reusable water bottle,70
4636,Car,Yes,Yes,Rarely,Unplug unused chargers,50
4637,Public Transport,Yes,Yes,Daily,Avoid single-use plastic,70
4638,Public Transport,Yes,No,No,Turn off unused lights,100
4639,Walk/Cycle,No,Yes,Few times,Unplug unused chargers,60
4640,Public Transport,Yes,Yes,Daily,Carry reusable water bottle,70
4641,Car,Yes,Yes,Few times,Use public transport today,50
4642,Public Transport,No,Yes,Few times,Carry reusable water bottle,60
4643,Walk/Cycle,Yes,Yes,Rarely,Try vegetarian meal,80
4644,Public Transport,Yes,No,Rarely,Avoid single-use plastic,100
4645,Walk/Cycle,Yes,No,Daily,Walk instead of driving for short distances,90
4646,Walk/Cycle,No,Yes,Rarely,Plant or water a plant,60
4647,Public Transport,Yes,No,Rarely,Use public transport today,100
4648,Walk/Cycle,No,No,Rarely,Try vegetarian meal,80
4649,Public Transport,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
4650,Walk/Cycle,Yes,No,Rarely,Carry reusable water bottle,100
4651,Public Transport,No,Yes,Rarely,Try vegetarian meal,60
4652,Public Transport,No,Yes,Few times,Use public transport today,60
4653,Car,Yes,No,No,Walk instead of driving for short distances,70
4654,Public Transport,Yes,No,Rarely,Reduce shower time by 2 minutes,100
4655,Public Transport,Yes,Yes,Rarely,Use cloth bags while shopping,80
4656,Walk/Cycle,Yes,Yes,Daily,Try vegetarian meal,70
4657,Walk/Cycle,Yes,No,No,Avoid single-use plastic,100
4658,Walk/Cycle,Yes,Yes,Few times,Plant or water a plant,80
4659,Walk/Cycle,Yes,Yes,Rarely,Carry reusable water bottle,80
4660,Walk/Cycle,Yes,Yes,Rarely,Use public transport today,80
4661,Public Transport,No,No,Few times,Avoid single-use plastic,80
4662,Walk/Cycle,No,Yes,Rarely,Use cloth bags while shopping,60
4663,Car,No,No,Daily,Reduce electricity usage,40
4664,Public Transport,Yes,Yes,Rarely,Use cloth bags while shopping,80
4665,Public Transport,Yes,No,No,Reduce shower time by 2 minutes,100
4666,Public Transport,Yes,No,No,Walk instead of driving for short distances,100
4667,Public Transport,No,Yes,No,Carry reusable water bottle,60
4668,Car,No,Yes,No,Unplug unused chargers,30
4669,Car,Yes,Yes,Few times,Use cloth bags while shopping,50
4670,Walk/Cycle,No,No,No,Plant or water a plant,80
4671,Walk/Cycle,Yes,Yes,Few times,Plant or water a plant,80
4672,Public Transport,Yes,No,Daily,Walk instead of driving for short distances,90
4673,Walk/Cycle,No,Yes,No,Try vegetarian meal,60
4674,Public Transport,No,Yes,Rarely,Reduce shower time by 2 minutes,60
4675,Walk/Cycle,Yes,No,Rarely,Avoid single-use plastic,100
4676,Car,No,Yes,Few times,Walk instead of driving for short distances,30
4677,Car,Yes,Yes,No,Reduce shower time by 2 minutes,50
4678,Walk/Cycle,Yes,Yes,No,Plant or water a plant,80
4679,Walk/Cycle,Yes,Yes,Few times,Walk instead of driving for short distances,80
4680,Car,No,Yes,Rarely,Plant or water a plant,30
4681,Walk/Cycle,No,Yes,Few times,Turn off unused lights,60
4682,Car,No,Yes,No,Turn off unused lights,30
4683,Walk/Cycle,No,No,No,Plant or water a plant,80
4684,Walk/Cycle,Yes,Yes,Rarely,Reduce electricity usage,80
4685,Walk/Cycle,No,No,Daily,Avoid single-use plastic,70
4686,Public Transport,No,No,Few times,Use public transport today,80
4687,Walk/Cycle,No,No,No,Reduce shower time by 2 minutes,80
4688,Walk/Cycle,Yes,Yes,Few times,Walk instead of driving for short distances,80
4689,Car,Yes,No,Rarely,Use cloth bags while shopping,70
4690,Public Transport,Yes,No,Few times,Use cloth bags while shopping,100
4691,Walk/Cycle,No,Yes,No,Reduce shower time by 2 minutes,60
4692,Walk/Cycle,No,Yes,Rarely,Walk instead of driving for short distances,60
4693,Car,Yes,No,Rarely,Carry reusable water bottle,70
4694,Car,Yes,No,Rarely,Walk instead of driving for short distances,70
4695,Walk/Cycle,No,Yes,Rarely,Unplug unused chargers,60
4696,Public Transport,Yes,No,Daily,Walk instead of driving for short distances,90
4697,Walk/Cycle,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
4698,Public Transport,Yes,No,Few times,Carry reusable water bottle,100
4699,Car,No,No,Rarely,Walk instead of driving for short distances,50
4700,Walk/Cycle,Yes,Yes,Daily,Use cloth bags while shopping,70
4701,Public Transport,Yes,No,Rarely,Use public transport today,100
4702,Public Transport,No,No,Rarely,Plant or water a plant,80
4703,Public Transport,Yes,Yes,No,Turn off unused lights,80
4704,Public Transport,Yes,No,Daily,Try vegetarian meal,90
4705,Walk/Cycle,No,No,Rarely,Unplug unused chargers,80
4706,Car,Yes,No,Daily,Unplug unused chargers,60
4707,Public Transport,Yes,Yes,No,Avoid single-use plastic,80
4708,Car,No,No,Few times,Unplug unused chargers,50
4709,Walk/Cycle,Yes,Yes,Few times,Turn off unused lights,80
4710,Walk/Cycle,No,No,Daily,Use cloth bags while shopping,70
4711,Public Transport,Yes,Yes,Daily,Use public transport today,70
4712,Car,Yes,No,Daily,Plant or water a plant,60
4713,Public Transport,Yes,Yes,Daily,Plant or water a plant,70
4714,Public Transport,No,No,Few times,Reduce shower time by 2 minutes,80
4715,Public Transport,No,Yes,No,Carry reusable water bottle,60
4716,Public Transport,No,No,No,Avoid single-use plastic,80
4717,Public Transport,Yes,Yes,Daily,Walk instead of driving for short distances,70
4718,Public Transport,No,No,No,Use public transport today,80
4719,Public Transport,No,Yes,Daily,Try vegetarian meal,50
4720,Public Transport,No,No,No,Use public transport today,80
4721,Walk/Cycle,No,No,Rarely,Walk instead of driving for short distances,80
4722,Public Transport,Yes,Yes,No,Use cloth bags while shopping,80
4723,Car,Yes,Yes,Rarely,Unplug unused chargers,50
4724,Public Transport,No,No,Few times,Walk instead of driving for short distances,80
4725,Walk/Cycle,No,Yes,Rarely,Plant or water a plant,60
4726,Public Transport,Yes,No,Few times,Use cloth bags while shopping,100
4727,Car,No,No,Rarely,Avoid single-use plastic,50
4728,Walk/Cycle,No,No,Rarely,Reduce shower time by 2 minutes,80
4729,Walk/Cycle,No,No,Rarely,Reduce electricity usage,80
4730,Car,No,Yes,Daily,Plant or water a plant,20
4731,Car,Yes,No,Daily,Unplug unused chargers,60
4732,Walk/Cycle,No,No,Few times,Reduce shower time by 2 minutes,80
4733,Public Transport,No,No,Daily,Try vegetarian meal,70
4734,Walk/Cycle,No,No,Few times,Carry reusable water bottle,80
4735,Walk/Cycle,No,Yes,Daily,Unplug unused chargers,50
4736,Car,Yes,No,Few times,Use public transport today,70
4737,Public Transport,Yes,Yes,Daily,Use public transport today,70
4738,Public Transport,Yes,Yes,Few times,Reduce electricity usage,80
4739,Public Transport,No,Yes,No,Turn off unused lights,60
4740,Public Transport,No,Yes,Daily,Try vegetarian meal,50
4741,Car,No,No,Few times,Reduce electricity usage,50
4742,Public Transport,No,Yes,No,Walk instead of driving for short distances,60
4743,Walk/Cycle,Yes,No,Few times,Reduce electricity usage,100
4744,Walk/Cycle,No,Yes,No,Try vegetarian meal,60
4745,Walk/Cycle,Yes,No,Rarely,Use public transport today,100
4746,Car,No,Yes,Daily,Use public transport today,20
4747,Walk/Cycle,Yes,No,No,Avoid single-use plastic,100
4748,Public Transport,Yes,Yes,Daily,Plant or water a plant,70
4749,Walk/Cycle,Yes,Yes,Few times,Carry reusable water bottle,80
4750,Car,No,Yes,No,Reduce electricity usage,30
4751,Public Transport,Yes,Yes,No,Unplug unused chargers,80
4752,Car,No,No,Daily,Turn off unused lights,40
4753,Public Transport,No,No,No,Plant or water a plant,80
4754,Public Transport,No,Yes,Daily,Walk instead of driving for short distances,50
4755,Public Transport,Yes,Yes,No,Reduce shower time by 2 minutes,80
4756,Car,No,No,Rarely,Reduce electricity usage,50
4757,Car,No,No,Few times,Avoid single-use plastic,50
4758,Car,No,Yes,Daily,Use public transport today,20
4759,Car,No,No,Rarely,Carry reusable water bottle,50
4760,Walk/Cycle,No,Yes,Rarely,Walk instead of driving for short distances,60
4761,Walk/Cycle,No,Yes,Daily,Reduce electricity usage,50
4762,Car,No,Yes,Rarely,Use public transport today,30
4763,Public Transport,No,No,Few times,Reduce shower time by 2 minutes,80
4764,Walk/Cycle,No,Yes,No,Plant or water a plant,60
4765,Public Transport,No,Yes,No,Avoid single-use plastic,60
4766,Car,Yes,Yes,No,Turn off unused lights,50
4767,Walk/Cycle,Yes,No,No,Avoid single-use plastic,100
4768,Car,No,Yes,Rarely,Carry reusable water bottle,30
4769,Walk/Cycle,Yes,No,No,Use public transport today,100
4770,Public Transport,Yes,Yes,No,Use cloth bags while shopping,80
4771,Walk/Cycle,No,Yes,Rarely,Walk instead of driving for short distances,60
4772,Public Transport,Yes,Yes,No,Reduce shower time by 2 minutes,80
4773,Car,No,No,Daily,Avoid single-use plastic,40
4774,Walk/Cycle,Yes,No,Rarely,Carry reusable water bottle,100
4775,Walk/Cycle,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
4776,Car,Yes,Yes,Daily,Turn off unused lights,40
4777,Car,Yes,Yes,No,Use public transport today,50
4778,Walk/Cycle,No,No,Few times,Use public transport today,80
4779,Walk/Cycle,Yes,Yes,Rarely,Plant or water a plant,80
4780,Public Transport,Yes,Yes,Daily,Reduce shower time by 2 minutes,70
4781,Public Transport,No,No,No,Reduce shower time by 2 minutes,80
4782,Public Transport,No,Yes,No,Carry reusable water bottle,60
4783,Public Transport,Yes,Yes,No,Walk instead of driving for short distances,80
4784,Walk/Cycle,Yes,Yes,Daily,Turn off unused lights,70
4785,Car,No,No,No,Avoid single-use plastic,50
4786,Public Transport,No,No,No,Walk instead of driving for short distances,80
4787,Car,Yes,No,Daily,Avoid single-use plastic,60
4788,Public Transport,Yes,Yes,No,Unplug unused chargers,80
4789,Walk/Cycle,Yes,No,Daily,Unplug unused chargers,90
4790,Walk/Cycle,No,Yes,No,Use cloth bags while shopping,60
4791,Walk/Cycle,No,No,Daily,Turn off unused lights,70
4792,Car,No,Yes,No,Unplug unused chargers,30
4793,Public Transport,Yes,Yes,Few times,Try vegetarian meal,80
4794,Car,Yes,No,Few times,Turn off unused lights,70
4795,Walk/Cycle,No,Yes,Daily,Carry reusable water bottle,50
4796,Walk/Cycle,No,No,Few times,Turn off unused lights,80
4797,Car,Yes,No,Rarely,Carry reusable water bottle,70
4798,Walk/Cycle,No,No,No,Use public transport today,80
4799,Walk/Cycle,Yes,No,Rarely,Use public transport today,100
4800,Public Transport,No,Yes,Daily,Plant or water a plant,50
4801,Car,Yes,Yes,Few times,Reduce electricity usage,50
4802,Walk/Cycle,No,Yes,Daily,Walk instead of driving for short distances,50
4803,Car,No,No,No,Plant or water a plant,50
4804,Car,No,Yes,Daily,Reduce shower time by 2 minutes,20
4805,Walk/Cycle,No,Yes,Few times,Carry reusable water bottle,60
4806,Public Transport,No,Yes,Few times,Use cloth bags while shopping,60
4807,Public Transport,No,Yes,No,Avoid single-use plastic,60
4808,Car,Yes,Yes,Rarely,Plant or water a plant,50
4809,Walk/Cycle,No,No,Few times,Avoid single-use plastic,80
4810,Car,No,No,No,Plant or water a plant,50
4811,Car,No,No,Rarely,Use public transport today,50
4812,Car,No,Yes,Few times,Plant or water a plant,30
4813,Car,No,Yes,Rarely,Walk instead of driving for short distances,30
4814,Car,No,Yes,Few times,Carry reusable water bottle,30
4815,Walk/Cycle,Yes,Yes,Daily,Carry reusable water bottle,70
4816,Public Transport,No,Yes,Few times,Reduce electricity usage,60
4817,Car,Yes,Yes,No,Turn off unused lights,50
4818,Walk/Cycle,Yes,No,Daily,Plant or water a plant,90
4819,Car,No,No,No,Turn off unused lights,50
4820,Walk/Cycle,No,No,Rarely,Turn off unused lights,80
4821,Car,Yes,Yes,Rarely,Plant or water a plant,50
4822,Car,Yes,Yes,Rarely,Avoid single-use plastic,50
4823,Walk/Cycle,No,Yes,Few times,Reduce shower time by 2 minutes,60
4824,Car,No,Yes,No,Unplug unused chargers,30
4825,Car,No,No,Few times,Use public transport today,50
4826,Public Transport,Yes,No,Daily,Avoid single-use plastic,90
4827,Walk/Cycle,No,No,Rarely,Unplug unused chargers,80
4828,Car,No,No,No,Walk instead of driving for short distances,50
4829,Walk/Cycle,No,Yes,No,Turn off unused lights,60
4830,Public Transport,No,No,Few times,Plant or water a plant,80
4831,Walk/Cycle,Yes,No,Daily,Use cloth bags while shopping,90
4832,Public Transport,Yes,Yes,Few times,Try vegetarian meal,80
4833,Walk/Cycle,No,Yes,Daily,Turn off unused lights,50
4834,Public Transport,No,Yes,Daily,Unplug unused chargers,50
4835,Car,No,No,Daily,Try vegetarian meal,40
4836,Walk/Cycle,No,No,Rarely,Reduce electricity usage,80
4837,Public Transport,Yes,No,Few times,Avoid single-use plastic,100
4838,Public Transport,Yes,Yes,Rarely,Try vegetarian meal,80
4839,Walk/Cycle,No,No,Rarely,Turn off unused lights,80
4840,Public Transport,Yes,Yes,No,Use cloth bags while shopping,80
4841,Walk/Cycle,Yes,Yes,Few times,Walk instead of driving for short distances,80
4842,Walk/Cycle,Yes,No,Few times,Use public transport today,100
4843,Public Transport,Yes,Yes,Rarely,Avoid single-use plastic,80
4844,Car,Yes,No,No,Reduce shower time by 2 minutes,70
4845,Car,No,No,Rarely,Turn off unused lights,50
4846,Walk/Cycle,No,No,Rarely,Use public transport today,80
4847,Car,Yes,Yes,Rarely,Reduce shower time by 2 minutes,50
4848,Car,No,No,Rarely,Reduce electricity usage,50
4849,Car,Yes,Yes,Daily,Reduce shower time by 2 minutes,40
4850,Walk/Cycle,No,No,Few times,Reduce electricity usage,80
4851,Walk/Cycle,Yes,Yes,No,Carry reusable water bottle,80
4852,Car,No,Yes,No,Reduce electricity usage,30
4853,Public Transport,Yes,No,Rarely,Turn off unused lights,100
4854,Walk/Cycle,No,Yes,Daily,Carry reusable water bottle,50
4855,Car,Yes,No,No,Unplug unused chargers,70
